formatted_address,latitude,longitude,google_place_id,input_string,response
Dubai Sports City - Dubai - United Arab Emirates,25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,"Al Hebiah Fourth ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai Sports City', 'short_name': 'Dubai Sports City', 'types': ['neighborhood', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai Sports City - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.0420272, 'lng': 55.2194416}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0433761802915, 'lng': 55.2207905802915}, 'southwest': {'lat': 25.0406782197085, 'lng': 55.2180926197085}}}, 'place_id': 'ChIJ1ed0CdxtXz4RjQdwsWttfOE', 'plus_code': {'compound_code': '26R9+RQ Dubai - United Arab Emirates', 'global_code': '7HQQ26R9+RQ'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Dubai - Warsan 2 - Dubai - United Arab Emirates,25.1594819,55.4319329,ChIJb4p562NhXz4RUSI013cUPuI,"Al Warsan Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Warsan 2', 'short_name': 'Warsan 2', 'types': ['neighborhood', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai - Warsan 2 - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.1594819, 'lng': 55.4319329}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.1608308802915, 'lng': 55.4332818802915}, 'southwest': {'lat': 25.1581329197085, 'lng': 55.4305839197085}}}, 'partial_match': True, 'place_id': 'ChIJb4p562NhXz4RUSI013cUPuI', 'plus_code': {'compound_code': '5C5J+QQ Dubai - United Arab Emirates', 'global_code': '7HQQ5C5J+QQ'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Crescent Rd - مدينة مهرجان دبيدبي فيستيفال سيتي - دبي - United Arab Emirates,25.2219515,55.3527943,ChIJ____jHddXz4R1SKdGJZim_Q,"Festival City First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Crescent Road', 'short_name': 'Crescent Rd', 'types': ['route']}, {'long_name': 'دبي فيستيفال سيتي', 'short_name': 'دبي فيستيفال سيتي', 'types': ['neighborhood', 'political']}, {'long_name': 'مدينة مهرجان دبي', 'short_name': 'مدينة مهرجان دبي', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Crescent Rd - مدينة مهرجان دبيدبي فيستيفال سيتي - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 25.2219515, 'lng': 55.35279430000001}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.2233004802915, 'lng': 55.35414328029151}, 'southwest': {'lat': 25.2206025197085, 'lng': 55.35144531970851}}}, 'place_id': 'ChIJ____jHddXz4R1SKdGJZim_Q', 'plus_code': {'compound_code': '69C3+Q4 Dubai - United Arab Emirates', 'global_code': '7HQQ69C3+Q4'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}], 'status': 'OK'}"
Bin Ghadayer Real Estate - دبي فيستيفال سيتي - دبي - United Arab Emirates,25.215927,55.3745752,ChIJIzXLL2RnXz4RA6GHu4uqtNA,"Al Kheeran ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}, {'long_name': 'دبي فيستيفال سيتي', 'short_name': 'دبي فيستيفال سيتي', 'types': ['neighborhood', 'political']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}], 'formatted_address': 'Bin Ghadayer Real Estate - دبي فيستيفال سيتي - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 25.215927, 'lng': 55.3745752}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.2172759802915, 'lng': 55.3759241802915}, 'southwest': {'lat': 25.21457801970849, 'lng': 55.3732262197085}}}, 'place_id': 'ChIJIzXLL2RnXz4RA6GHu4uqtNA', 'plus_code': {'compound_code': '698F+9R Dubai - United Arab Emirates', 'global_code': '7HQQ698F+9R'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Deira Island - United Arab Emirates,25.333333,55.268056,ChIJA8HSPKdFXz4RgjnyLvmMiFo,"Palm Deira ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Deira Island', 'short_name': 'Deira Island', 'types': ['establishment', 'natural_feature']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Deira Island - United Arab Emirates', 'geometry': {'location': {'lat': 25.333333, 'lng': 55.26805599999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.3434175, 'lng': 55.2840634}, 'southwest': {'lat': 25.3232476, 'lng': 55.25204859999999}}}, 'place_id': 'ChIJA8HSPKdFXz4RgjnyLvmMiFo', 'types': ['establishment', 'natural_feature']}], 'status': 'OK'}"
Palm Jebel Ali - Mina Jebel Ali - Dubai - United Arab Emirates,25.0072733,54.9873447,ChIJLyIJKfIQXz4RaI10pzbH6O4,"Palm Jabal Ali ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Palm Jebel Ali', 'short_name': 'Palm Jebel Ali', 'types': ['establishment', 'natural_feature']}, {'long_name': 'Mina Jebel Ali', 'short_name': 'Mina Jebel Ali', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Palm Jebel Ali - Mina Jebel Ali - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.0366079, 'lng': 55.0309525}, 'southwest': {'lat': 24.9742968, 'lng': 54.9523916}}, 'location': {'lat': 25.0072733, 'lng': 54.98734469999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.0366079, 'lng': 55.0309525}, 'southwest': {'lat': 24.9742968, 'lng': 54.9523916}}}, 'place_id': 'ChIJLyIJKfIQXz4RaI10pzbH6O4', 'types': ['establishment', 'natural_feature']}], 'status': 'OK'}"
Al Ttay - Al Khawaneej - Dubai - United Arab Emirates,25.2334228,55.5579177,ChIJTVTXmQuL9T4R2Hp8m6i2_-Y,"Al Ttay ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Ttay', 'short_name': 'Al Ttay', 'types': ['establishment', 'point_of_interest']}, {'long_name': 'Al Khawaneej', 'short_name': 'Al Khawaneej', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Ttay - Al Khawaneej - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.2334228, 'lng': 55.5579177}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.2347717802915, 'lng': 55.55926668029149}, 'southwest': {'lat': 25.2320738197085, 'lng': 55.5565687197085}}}, 'place_id': 'ChIJTVTXmQuL9T4R2Hp8m6i2_-Y', 'plus_code': {'compound_code': '6HM5+95 Dubai - United Arab Emirates', 'global_code': '7HQQ6HM5+95'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Ras Al Khor Industrial AreaRas Al Khor Industrial Area 3 - Dubai - United Arab Emirates,25.1712226,55.3834967,ChIJRcEEYuFmXz4Rov6CHwxW-9E,"Ras Al Khor Industrial Third ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Ras Al Khor Industrial Area 3', 'short_name': 'Ras Al Khor Industrial Area 3', 'types': ['neighborhood', 'political']}, {'long_name': 'Ras Al Khor Industrial Area', 'short_name': 'Ras Al Khor Industrial Area', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Ras Al Khor Industrial AreaRas Al Khor Industrial Area 3 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1845558, 'lng': 55.3962227}, 'southwest': {'lat': 25.1625578, 'lng': 55.3664092}}, 'location': {'lat': 25.1712226, 'lng': 55.38349669999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1845558, 'lng': 55.3962227}, 'southwest': {'lat': 25.1625578, 'lng': 55.3664092}}}, 'place_id': 'ChIJRcEEYuFmXz4Rov6CHwxW-9E', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
"Shop no. G01-B, Manhattan Towers, Next to Choithrams Supermarket - قرية جميرا - دبي - United Arab Emirates",25.0686889,55.2078213,ChIJ0wFnPTlsXz4RJ7KLDmcMqWI,"Al Barsha South Fourth ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'قرية جميرا', 'short_name': 'قرية جميرا', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Shop no. G01-B, Manhattan Towers, Next to Choithrams Supermarket - قرية جميرا - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 25.0686889, 'lng': 55.2078213}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0700378802915, 'lng': 55.2091702802915}, 'southwest': {'lat': 25.06733991970849, 'lng': 55.2064723197085}}}, 'place_id': 'ChIJ0wFnPTlsXz4RJ7KLDmcMqWI', 'plus_code': {'compound_code': '3695+F4 Dubai - United Arab Emirates', 'global_code': '7HQQ3695+F4'}, 'types': ['establishment', 'health', 'pharmacy', 'point_of_interest', 'store']}], 'status': 'OK'}"
Al BarshaAl Barsha South - Dubai - United Arab Emirates,25.0764291,55.2314448,ChIJYb8tsJ5uXz4RNV4_QrJsnxY,"Al Barsha South Fifth ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Barsha South', 'short_name': 'Al Barsha South', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Barsha', 'short_name': 'Al Barsha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al BarshaAl Barsha South - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1005693, 'lng': 55.2496252}, 'southwest': {'lat': 25.0530962, 'lng': 55.2122419}}, 'location': {'lat': 25.0764291, 'lng': 55.2314448}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1005693, 'lng': 55.2496252}, 'southwest': {'lat': 25.0530962, 'lng': 55.2122419}}}, 'partial_match': True, 'place_id': 'ChIJYb8tsJ5uXz4RNV4_QrJsnxY', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
Al Shafar Tower 2 - Barsha Heights - Dubai - United Arab Emirates,25.097771,55.176083,ChIJz8S8gdtrXz4RkkylhPR0Hzo,"Al Thanyah First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Shafar Tower 2', 'short_name': 'Al Shafar Tower 2', 'types': ['premise']}, {'long_name': 'Barsha Heights', 'short_name': 'Barsha Heights', 'types': ['neighborhood', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Shafar Tower 2 - Barsha Heights - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.097771, 'lng': 55.176083}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0991199802915, 'lng': 55.17743198029149}, 'southwest': {'lat': 25.09642201970849, 'lng': 55.1747340197085}}}, 'place_id': 'ChIJz8S8gdtrXz4RkkylhPR0Hzo', 'plus_code': {'compound_code': '35XG+4C Dubai - United Arab Emirates', 'global_code': '7HQQ35XG+4C'}, 'types': ['establishment', 'food', 'point_of_interest', 'restaurant']}], 'status': 'OK'}"
Dubai Sports City - Dubai - United Arab Emirates,25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,"Al Hebiah First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai Sports City', 'short_name': 'Dubai Sports City', 'types': ['neighborhood', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai Sports City - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.0420272, 'lng': 55.2194416}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0433761802915, 'lng': 55.2207905802915}, 'southwest': {'lat': 25.0406782197085, 'lng': 55.2180926197085}}}, 'place_id': 'ChIJ1ed0CdxtXz4RjQdwsWttfOE', 'plus_code': {'compound_code': '26R9+RQ Dubai - United Arab Emirates', 'global_code': '7HQQ26R9+RQ'}, 'types': ['establishment', 'point_of_interest']}, {'address_components': [{'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'Motor City', 'short_name': 'Motor City', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Shop No.4 & 5, Grand Stand Retail Al Hebiah First - Motor City - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 25.0464611, 'lng': 55.2398712}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0478100802915, 'lng': 55.24122018029151}, 'southwest': {'lat': 25.0451121197085, 'lng': 55.23852221970851}}}, 'place_id': 'ChIJ8RBwSDxvXz4RzQU0J5rfwOE', 'plus_code': {'compound_code': '26WQ+HW Dubai - United Arab Emirates', 'global_code': '7HQQ26WQ+HW'}, 'types': ['car_repair', 'establishment', 'point_of_interest', 'store']}], 'status': 'OK'}"
BukadraNad Al Sheba 1 - Dubai - United Arab Emirates,25.1781358,55.3267916,ChIJMVy9JdBnXz4RGAz_c4IVcTY,"Bukadra ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Bukadra', 'short_name': 'Bukadra', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Nad Al Sheba 1', 'short_name': 'Nad Al Sheba 1', 'types': ['neighborhood', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'BukadraNad Al Sheba 1 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1843066, 'lng': 55.332385}, 'southwest': {'lat': 25.1698287, 'lng': 55.3176891}}, 'location': {'lat': 25.1781358, 'lng': 55.3267916}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1843066, 'lng': 55.332385}, 'southwest': {'lat': 25.1698287, 'lng': 55.3176891}}}, 'place_id': 'ChIJMVy9JdBnXz4RGAz_c4IVcTY', 'types': ['political', 'sublocality', 'sublocality_level_1']}], 'status': 'OK'}"
"Jabal Ali First, Discovery Garden 1 - Jebel Ali Village - Dubai - United Arab Emirates",25.0520917,55.1301564,ChIJ78OKVjETXz4Rc7IaTH1jFXg,"Jabal Ali First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Jabal Ali First, Discovery Garden 1', 'short_name': 'Jabal Ali First, Discovery Garden 1', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Jebel Ali Village', 'short_name': 'Jebel Ali Village', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Jabal Ali First, Discovery Garden 1 - Jebel Ali Village - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.0520917, 'lng': 55.1301564}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0534406802915, 'lng': 55.13150538029149}, 'southwest': {'lat': 25.0507427197085, 'lng': 55.1288074197085}}}, 'place_id': 'ChIJ78OKVjETXz4Rc7IaTH1jFXg', 'plus_code': {'compound_code': '342J+R3 Dubai - United Arab Emirates', 'global_code': '7HQQ342J+R3'}, 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'address_components': [{'long_name': 'Mina Jebel Ali', 'short_name': 'Mina Jebel Ali', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Mina Jebel Ali - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.0396306, 'lng': 55.15686040000001}, 'southwest': {'lat': 24.8917309, 'lng': 54.9486968}}, 'location': {'lat': 24.9857145, 'lng': 55.0272904}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.0396306, 'lng': 55.15686040000001}, 'southwest': {'lat': 24.8917309, 'lng': 54.9486968}}}, 'place_id': 'ChIJqQlYMxISXz4RCjDF4Y0MTqE', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'address_components': [{'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'منطقة جبل علي الحرة', 'short_name': 'منطقة جبل علي الحرة', 'types': ['neighborhood', 'political']}, {'long_name': 'جبل علي', 'short_name': 'جبل علي', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Near Gate 5, Adjacent to Dubai Chamber Office, jafza - جبل عليمنطقة جبل علي الحرة - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 24.9673134, 'lng': 55.0783793}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 24.9686623802915, 'lng': 55.0797282802915}, 'southwest': {'lat': 24.9659644197085, 'lng': 55.07703031970851}}}, 'place_id': 'ChIJ0410v5ENXz4RjM44K-gfbYs', 'plus_code': {'compound_code': 'X38H+W9 Dubai - United Arab Emirates', 'global_code': '7HPQX38H+W9'}, 'types': ['bank', 'establishment', 'finance', 'point_of_interest']}], 'status': 'OK'}"
182 Ras Al Khor Street - Ras Al Khor - Dubai - United Arab Emirates,25.1851339,55.3510778,ChIJY1W6ba9nXz4RaN_aeY59R0M,"Al Khairan  Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': '182', 'short_name': '182', 'types': ['street_number']}, {'long_name': 'Ras Al Khor Street', 'short_name': 'Ras Al Khor Street', 'types': ['route']}, {'long_name': 'Ras Al Khor', 'short_name': 'Ras Al Khor', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Second', 'short_name': 'Second', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '182 Ras Al Khor Street - Ras Al Khor - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.1851339, 'lng': 55.3510778}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.18648288029151, 'lng': 55.35242678029149}, 'southwest': {'lat': 25.1837849197085, 'lng': 55.3497288197085}}}, 'place_id': 'ChIJY1W6ba9nXz4RaN_aeY59R0M', 'plus_code': {'compound_code': '59P2+3C Dubai - United Arab Emirates', 'global_code': '7HQQ59P2+3C'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
182 Ras Al Khor Street - Ras Al Khor - Dubai - United Arab Emirates,25.1851339,55.3510778,ChIJY1W6ba9nXz4RaN_aeY59R0M,"Al Khairan First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': '182', 'short_name': '182', 'types': ['street_number']}, {'long_name': 'Ras Al Khor Street', 'short_name': 'Ras Al Khor Street', 'types': ['route']}, {'long_name': 'Ras Al Khor', 'short_name': 'Ras Al Khor', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Second', 'short_name': 'Second', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '182 Ras Al Khor Street - Ras Al Khor - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.1851339, 'lng': 55.3510778}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.18648288029151, 'lng': 55.35242678029149}, 'southwest': {'lat': 25.1837849197085, 'lng': 55.3497288197085}}}, 'place_id': 'ChIJY1W6ba9nXz4RaN_aeY59R0M', 'plus_code': {'compound_code': '59P2+3C Dubai - United Arab Emirates', 'global_code': '7HQQ59P2+3C'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Dubai Sports City - Dubai - United Arab Emirates,25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,"Al Hebiah Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai Sports City', 'short_name': 'Dubai Sports City', 'types': ['neighborhood', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai Sports City - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.0420272, 'lng': 55.2194416}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0433761802915, 'lng': 55.2207905802915}, 'southwest': {'lat': 25.0406782197085, 'lng': 55.2180926197085}}}, 'place_id': 'ChIJ1ed0CdxtXz4RjQdwsWttfOE', 'plus_code': {'compound_code': '26R9+RQ Dubai - United Arab Emirates', 'global_code': '7HQQ26R9+RQ'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Dubai Industrial Park - Saih Shuaib 2 - Dubai Industrial City - Dubai - United Arab Emirates,24.855007,55.051317,ChIJfT7s5lxtXz4RPFrQGMKDOUM,"Saih Shuaib 2 ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Dubai Industrial City', 'short_name': 'Dubai Industrial City', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai Industrial Park - Saih Shuaib 2 - Dubai Industrial City - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 24.855007, 'lng': 55.051317}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 24.8563559802915, 'lng': 55.05266598029149}, 'southwest': {'lat': 24.8536580197085, 'lng': 55.04996801970849}}}, 'place_id': 'ChIJfT7s5lxtXz4RPFrQGMKDOUM', 'plus_code': {'compound_code': 'V342+2G Dubai - United Arab Emirates', 'global_code': '7HPQV342+2G'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
